entity_id,state,last_changed
sensor.tas_data_ds18b20_temperature,62.24,2026-09-24T18:16:22.922Z
sensor.tas_data_ds18b20_temperature,62.06,2026-09-24T18:17:22.885Z
sensor.tas_data_ds18b20_temperature,61.88,2026-09-24T18:18:22.909Z
sensor.tas_data_ds18b20_temperature,61.52,2026-09-24T18:19:22.873Z
sensor.tas_data_ds18b20_temperature,61.34,2026-09-24T18:20:22.901Z
sensor.tas_data_ds18b20_temperature,61.16,2026-09-24T18:21:22.939Z
sensor.tas_data_ds18b20_temperature,60.98,2026-09-24T18:22:22.916Z
sensor.tas_data_ds18b20_temperature,60.62,2026-09-24T18:23:22.883Z
sensor.tas_data_ds18b20_temperature,60.44,2026-09-24T18:24:22.896Z
sensor.tas_data_ds18b20_temperature,60.26,2026-09-24T18:25:22.877Z
sensor.tas_data_ds18b20_temperature,60.08,2026-09-24T18:26:23.875Z
sensor.tas_data_ds18b20_temperature,59.9,2026-09-24T18:27:22.892Z
sensor.tas_data_ds18b20_temperature,59.72,2026-09-24T18:28:24.594Z
sensor.tas_data_ds18b20_temperature,59.54,2026-09-24T18:29:22.883Z
sensor.tas_data_ds18b20_temperature,59.18,2026-09-24T18:30:22.857Z
sensor.tas_data_ds18b20_temperature,58.82,2026-09-24T18:32:22.875Z
sensor.tas_data_ds18b20_temperature,58.46,2026-09-24T18:34:22.852Z
sensor.tas_data_ds18b20_temperature,58.28,2026-09-24T18:35:22.838Z
sensor.tas_data_ds18b20_temperature,58.1,2026-09-24T18:36:22.852Z
sensor.tas_data_ds18b20_temperature,57.92,2026-09-24T18:37:24.359Z
sensor.tas_data_ds18b20_temperature,57.74,2026-09-24T18:38:24.459Z
sensor.tas_data_ds18b20_temperature,57.56,2026-09-24T18:39:22.809Z
sensor.tas_data_ds18b20_temperature,57.38,2026-09-24T18:40:22.841Z
sensor.tas_data_ds18b20_temperature,57.02,2026-09-24T18:41:24.511Z
sensor.tas_data_ds18b20_temperature,56.84,2026-09-24T18:42:22.876Z
sensor.tas_data_ds18b20_temperature,56.66,2026-09-24T18:43:22.837Z
sensor.tas_data_ds18b20_temperature,56.48,2026-09-24T18:44:27.481Z
sensor.tas_data_ds18b20_temperature,56.3,2026-09-24T18:45:22.819Z
sensor.tas_data_ds18b20_temperature,56.12,2026-09-24T18:46:22.780Z
sensor.tas_data_ds18b20_temperature,55.94,2026-09-24T18:47:22.879Z
sensor.tas_data_ds18b20_temperature,55.58,2026-09-24T18:48:22.789Z
sensor.tas_data_ds18b20_temperature,55.4,2026-09-24T18:49:22.817Z
sensor.tas_data_ds18b20_temperature,55.22,2026-09-24T18:50:22.852Z
sensor.tas_data_ds18b20_temperature,55.04,2026-09-24T18:51:25.364Z
sensor.tas_data_ds18b20_temperature,54.68,2026-09-24T18:53:22.928Z
sensor.tas_data_ds18b20_temperature,54.5,2026-09-24T18:54:22.773Z
sensor.tas_data_ds18b20_temperature,54.32,2026-09-24T18:55:22.797Z
sensor.tas_data_ds18b20_temperature,54.14,2026-09-24T18:56:22.765Z
sensor.tas_data_ds18b20_temperature,53.96,2026-09-24T18:57:22.804Z
sensor.tas_data_ds18b20_temperature,53.78,2026-09-24T18:58:22.774Z
sensor.tas_data_ds18b20_temperature,53.42,2026-09-24T19:00:22.757Z
sensor.tas_data_ds18b20_temperature,53.24,2026-09-24T19:02:22.818Z
sensor.tas_data_ds18b20_temperature,53.06,2026-09-24T19:03:25.356Z
sensor.tas_data_ds18b20_temperature,52.88,2026-09-24T19:04:22.747Z
sensor.tas_data_ds18b20_temperature,52.7,2026-09-24T19:06:22.825Z
sensor.tas_data_ds18b20_temperature,52.52,2026-09-24T19:07:22.742Z
sensor.tas_data_ds18b20_temperature,52.34,2026-09-24T19:08:22.754Z
sensor.tas_data_ds18b20_temperature,51.98,2026-09-24T19:11:22.771Z
sensor.tas_data_ds18b20_temperature,51.8,2026-09-24T19:13:23.931Z
sensor.tas_data_ds18b20_temperature,51.62,2026-09-24T19:15:22.736Z
sensor.tas_data_ds18b20_temperature,51.44,2026-09-24T19:16:22.708Z
sensor.tas_data_ds18b20_temperature,51.26,2026-09-24T19:19:22.727Z
sensor.tas_data_ds18b20_temperature,51.08,2026-09-24T19:20:22.719Z
sensor.tas_data_ds18b20_temperature,50.9,2026-09-24T19:22:22.688Z
sensor.tas_data_ds18b20_temperature,50.72,2026-09-24T19:23:22.688Z
sensor.tas_data_ds18b20_temperature,50.54,2026-09-24T19:27:22.709Z
sensor.tas_data_ds18b20_temperature,50.36,2026-09-24T19:28:22.661Z
sensor.tas_data_ds18b20_temperature,50.18,2026-09-24T19:30:22.674Z
sensor.tas_data_ds18b20_temperature,50.0,2026-09-24T19:32:22.622Z
sensor.tas_data_ds18b20_temperature,49.82,2026-09-24T19:33:22.649Z
sensor.tas_data_ds18b20_temperature,49.64,2026-09-24T19:35:22.674Z
sensor.tas_data_ds18b20_temperature,49.46,2026-09-24T19:37:23.939Z
sensor.tas_data_ds18b20_temperature,49.28,2026-09-24T19:38:22.608Z
sensor.tas_data_ds18b20_temperature,49.1,2026-09-24T19:40:22.656Z
sensor.tas_data_ds18b20_temperature,48.92,2026-09-24T19:41:22.635Z
sensor.tas_data_ds18b20_temperature,48.74,2026-09-24T19:43:22.640Z
sensor.tas_data_ds18b20_temperature,48.56,2026-09-24T19:45:22.627Z
sensor.tas_data_ds18b20_temperature,48.38,2026-09-24T19:46:22.588Z
sensor.tas_data_ds18b20_temperature,48.2,2026-09-24T19:47:22.626Z
sensor.tas_data_ds18b20_temperature,48.02,2026-09-24T19:48:22.585Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T19:50:21.476Z
sensor.tas_data_ds18b20_temperature,48.02,2026-09-24T19:50:35.988Z
sensor.tas_data_ds18b20_temperature,47.84,2026-09-24T19:50:41.723Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T19:52:27.415Z
sensor.tas_data_ds18b20_temperature,47.84,2026-09-24T19:52:27.990Z
sensor.tas_data_ds18b20_temperature,47.66,2026-09-24T19:52:30.569Z
sensor.tas_data_ds18b20_temperature,47.48,2026-09-24T19:53:25.130Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T19:55:15.394Z
sensor.tas_data_ds18b20_temperature,47.48,2026-09-24T19:55:22.245Z
sensor.tas_data_ds18b20_temperature,47.3,2026-09-24T19:55:27.393Z
sensor.tas_data_ds18b20_temperature,47.12,2026-09-24T19:56:27.920Z
sensor.tas_data_ds18b20_temperature,46.94,2026-09-24T19:58:27.979Z
sensor.tas_data_ds18b20_temperature,46.76,2026-09-24T20:01:29.142Z
sensor.tas_data_ds18b20_temperature,46.58,2026-09-24T20:02:32.323Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T20:03:45.452Z
sensor.tas_data_ds18b20_temperature,46.58,2026-09-24T20:06:06.580Z
sensor.tas_data_ds18b20_temperature,46.4,2026-09-24T20:06:07.724Z
sensor.tas_data_ds18b20_temperature,46.22,2026-09-24T20:06:38.742Z
sensor.tas_data_ds18b20_temperature,46.04,2026-09-24T20:09:38.722Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T20:12:08.269Z
sensor.tas_data_ds18b20_temperature,46.04,2026-09-24T20:12:08.377Z
sensor.tas_data_ds18b20_temperature,45.86,2026-09-24T20:12:10.916Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T20:13:57.482Z
sensor.tas_data_ds18b20_temperature,45.86,2026-09-24T20:14:12.125Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T20:14:57.388Z
sensor.tas_data_ds18b20_temperature,45.86,2026-09-24T20:14:58.025Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T20:15:45.393Z
sensor.tas_data_ds18b20_temperature,45.86,2026-09-24T20:15:46.050Z
sensor.tas_data_ds18b20_temperature,45.68,2026-09-24T20:15:47.199Z
sensor.tas_data_ds18b20_temperature,45.5,2026-09-24T20:19:41.182Z
sensor.tas_data_ds18b20_temperature,45.32,2026-09-24T20:21:42.572Z
sensor.tas_data_ds18b20_temperature,45.14,2026-09-24T20:25:41.179Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T20:26:39.458Z
sensor.tas_data_ds18b20_temperature,45.14,2026-09-24T20:26:47.827Z
sensor.tas_data_ds18b20_temperature,44.96,2026-09-24T20:28:45.383Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T20:35:09.447Z
sensor.tas_data_ds18b20_temperature,44.96,2026-09-24T20:35:32.842Z
sensor.tas_data_ds18b20_temperature,44.78,2026-09-24T20:35:44.222Z
sensor.tas_data_ds18b20_temperature,44.6,2026-09-24T20:37:46.772Z
sensor.tas_data_ds18b20_temperature,44.42,2026-09-24T20:39:46.747Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T20:40:21.759Z
sensor.tas_data_ds18b20_temperature,44.42,2026-09-24T20:44:59.393Z
sensor.tas_data_ds18b20_temperature,44.06,2026-09-24T20:45:00.493Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T20:46:21.456Z
sensor.tas_data_ds18b20_temperature,44.06,2026-09-24T20:47:40.606Z
sensor.tas_data_ds18b20_temperature,43.88,2026-09-24T20:47:41.815Z
sensor.tas_data_ds18b20_temperature,43.7,2026-09-24T20:51:13.502Z
sensor.tas_data_ds18b20_temperature,43.52,2026-09-24T20:52:11.976Z
sensor.tas_data_ds18b20_temperature,43.34,2026-09-24T20:54:14.053Z
sensor.tas_data_ds18b20_temperature,43.16,2026-09-24T20:56:14.039Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T20:59:33.465Z
sensor.tas_data_ds18b20_temperature,43.16,2026-09-24T21:00:36.554Z
sensor.tas_data_ds18b20_temperature,42.98,2026-09-24T21:00:37.689Z
sensor.tas_data_ds18b20_temperature,42.8,2026-09-24T21:03:14.534Z
sensor.tas_data_ds18b20_temperature,42.62,2026-09-24T21:05:14.463Z
sensor.tas_data_ds18b20_temperature,42.44,2026-09-24T21:10:14.533Z
sensor.tas_data_ds18b20_temperature,42.26,2026-09-24T21:12:14.397Z
sensor.tas_data_ds18b20_temperature,42.08,2026-09-24T21:18:14.382Z
sensor.tas_data_ds18b20_temperature,41.9,2026-09-24T21:26:14.383Z
sensor.tas_data_ds18b20_temperature,41.72,2026-09-24T21:32:14.359Z
sensor.tas_data_ds18b20_temperature,41.54,2026-09-24T21:41:24.581Z
sensor.tas_data_ds18b20_temperature,41.36,2026-09-24T21:46:14.325Z
sensor.tas_data_ds18b20_temperature,41.18,2026-09-24T21:52:14.260Z
sensor.tas_data_ds18b20_temperature,41.0,2026-09-24T21:57:14.288Z
sensor.tas_data_ds18b20_temperature,40.82,2026-09-24T22:00:14.239Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T22:02:36.917Z
sensor.tas_data_ds18b20_temperature,40.82,2026-09-24T22:02:37.052Z
sensor.tas_data_ds18b20_temperature,40.64,2026-09-24T22:05:15.597Z
sensor.tas_data_ds18b20_temperature,40.46,2026-09-24T22:07:15.357Z
sensor.tas_data_ds18b20_temperature,40.28,2026-09-24T22:13:15.239Z
sensor.tas_data_ds18b20_temperature,40.1,2026-09-24T22:21:15.239Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T22:26:09.466Z
sensor.tas_data_ds18b20_temperature,40.1,2026-09-24T22:40:35.505Z
sensor.tas_data_ds18b20_temperature,88.88,2026-09-24T22:40:36.797Z
sensor.tas_data_ds18b20_temperature,89.42,2026-09-24T22:41:40.743Z
sensor.tas_data_ds18b20_temperature,90.32,2026-09-24T22:42:40.803Z
sensor.tas_data_ds18b20_temperature,91.58,2026-09-24T22:43:40.686Z
sensor.tas_data_ds18b20_temperature,91.76,2026-09-24T22:44:40.610Z
sensor.tas_data_ds18b20_temperature,196.88,2026-09-24T22:45:41.688Z
sensor.tas_data_ds18b20_temperature,196.52,2026-09-24T22:46:41.612Z
sensor.tas_data_ds18b20_temperature,196.16,2026-09-24T22:47:41.711Z
sensor.tas_data_ds18b20_temperature,195.62,2026-09-24T22:48:41.638Z
sensor.tas_data_ds18b20_temperature,195.26,2026-09-24T22:49:41.592Z
sensor.tas_data_ds18b20_temperature,194.9,2026-09-24T22:50:41.553Z
sensor.tas_data_ds18b20_temperature,194.54,2026-09-24T22:51:41.547Z
sensor.tas_data_ds18b20_temperature,194.36,2026-09-24T22:52:41.652Z
sensor.tas_data_ds18b20_temperature,193.82,2026-09-24T22:53:41.620Z
sensor.tas_data_ds18b20_temperature,193.64,2026-09-24T22:54:41.628Z
sensor.tas_data_ds18b20_temperature,193.46,2026-09-24T22:55:41.727Z
sensor.tas_data_ds18b20_temperature,193.28,2026-09-24T22:56:41.577Z
sensor.tas_data_ds18b20_temperature,193.1,2026-09-24T22:57:41.809Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T22:59:57.427Z
sensor.tas_data_ds18b20_temperature,193.1,2026-09-24T23:01:31.520Z
sensor.tas_data_ds18b20_temperature,190.22,2026-09-24T23:01:32.694Z
sensor.tas_data_ds18b20_temperature,188.96,2026-09-24T23:02:35.654Z
sensor.tas_data_ds18b20_temperature,188.24,2026-09-24T23:03:37.136Z
sensor.tas_data_ds18b20_temperature,187.52,2026-09-24T23:04:35.649Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T23:05:21.387Z
sensor.tas_data_ds18b20_temperature,187.52,2026-09-24T23:05:27.540Z
sensor.tas_data_ds18b20_temperature,86.4,2026-09-24T23:05:28.023Z
sensor.tas_data_ds18b20_temperature,86.1,2026-09-24T23:05:29.089Z
sensor.tas_data_ds18b20_temperature,186.98,2026-09-24T23:05:49.862Z
sensor.tas_data_ds18b20_temperature,186.62,2026-09-24T23:06:37.351Z
sensor.tas_data_ds18b20_temperature,,2026-09-24T23:06:38.429Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T23:07:23.892Z
sensor.tas_data_ds18b20_temperature,unknown,2026-09-24T23:07:23.996Z
sensor.tas_data_ds18b20_temperature,85.8,2026-09-24T23:07:25.456Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T23:08:45.456Z
sensor.tas_data_ds18b20_temperature,85.8,2026-09-24T23:24:12.452Z
sensor.tas_data_ds18b20_temperature,82.8,2026-09-24T23:24:14.784Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-24T23:25:03.478Z
sensor.tas_data_ds18b20_temperature,82.8,2026-09-25T00:26:47.881Z
sensor.tas_data_ds18b20_temperature,77.8,2026-09-25T00:26:49.013Z
sensor.tas_data_ds18b20_temperature,77.7,2026-09-25T00:28:52.342Z
sensor.tas_data_ds18b20_temperature,77.6,2026-09-25T00:30:52.317Z
sensor.tas_data_ds18b20_temperature,77.7,2026-09-25T00:31:52.347Z
sensor.tas_data_ds18b20_temperature,77.6,2026-09-25T00:32:52.358Z
sensor.tas_data_ds18b20_temperature,77.4,2026-09-25T00:34:52.370Z
sensor.tas_data_ds18b20_temperature,77.3,2026-09-25T00:36:52.318Z
sensor.tas_data_ds18b20_temperature,77.2,2026-09-25T00:39:52.319Z
sensor.tas_data_ds18b20_temperature,77.1,2026-09-25T00:43:52.279Z
sensor.tas_data_ds18b20_temperature,77.0,2026-09-25T00:46:52.291Z
sensor.tas_data_ds18b20_temperature,76.9,2026-09-25T00:49:52.298Z
sensor.tas_data_ds18b20_temperature,76.8,2026-09-25T00:52:52.260Z
sensor.tas_data_ds18b20_temperature,76.7,2026-09-25T00:55:52.261Z
sensor.tas_data_ds18b20_temperature,76.6,2026-09-25T01:00:52.252Z
sensor.tas_data_ds18b20_temperature,76.4,2026-09-25T01:01:52.250Z
sensor.tas_data_ds18b20_temperature,76.2,2026-09-25T01:02:52.230Z
sensor.tas_data_ds18b20_temperature,75.8,2026-09-25T01:03:52.249Z
sensor.tas_data_ds18b20_temperature,75.1,2026-09-25T01:04:52.262Z
sensor.tas_data_ds18b20_temperature,74.3,2026-09-25T01:05:52.213Z
sensor.tas_data_ds18b20_temperature,73.5,2026-09-25T01:06:52.236Z
sensor.tas_data_ds18b20_temperature,72.7,2026-09-25T01:07:52.225Z
sensor.tas_data_ds18b20_temperature,71.9,2026-09-25T01:08:52.217Z
sensor.tas_data_ds18b20_temperature,71.1,2026-09-25T01:09:52.231Z
sensor.tas_data_ds18b20_temperature,70.2,2026-09-25T01:10:52.223Z
sensor.tas_data_ds18b20_temperature,69.6,2026-09-25T01:11:52.213Z
sensor.tas_data_ds18b20_temperature,68.7,2026-09-25T01:12:52.185Z
sensor.tas_data_ds18b20_temperature,67.9,2026-09-25T01:13:52.234Z
sensor.tas_data_ds18b20_temperature,67.1,2026-09-25T01:14:52.228Z
sensor.tas_data_ds18b20_temperature,66.3,2026-09-25T01:15:52.237Z
sensor.tas_data_ds18b20_temperature,65.5,2026-09-25T01:16:52.217Z
sensor.tas_data_ds18b20_temperature,64.7,2026-09-25T01:17:52.224Z
sensor.tas_data_ds18b20_temperature,64.1,2026-09-25T01:18:52.205Z
sensor.tas_data_ds18b20_temperature,63.3,2026-09-25T01:19:52.173Z
sensor.tas_data_ds18b20_temperature,62.5,2026-09-25T01:20:52.172Z
sensor.tas_data_ds18b20_temperature,61.8,2026-09-25T01:21:52.188Z
sensor.tas_data_ds18b20_temperature,61.1,2026-09-25T01:22:52.163Z
sensor.tas_data_ds18b20_temperature,60.5,2026-09-25T01:23:52.175Z
sensor.tas_data_ds18b20_temperature,59.8,2026-09-25T01:24:52.146Z
sensor.tas_data_ds18b20_temperature,59.1,2026-09-25T01:25:52.154Z
sensor.tas_data_ds18b20_temperature,58.4,2026-09-25T01:26:52.188Z
sensor.tas_data_ds18b20_temperature,57.9,2026-09-25T01:27:52.154Z
sensor.tas_data_ds18b20_temperature,57.2,2026-09-25T01:28:52.164Z
sensor.tas_data_ds18b20_temperature,56.6,2026-09-25T01:29:52.139Z
sensor.tas_data_ds18b20_temperature,56.0,2026-09-25T01:30:52.182Z
sensor.tas_data_ds18b20_temperature,55.3,2026-09-25T01:31:52.164Z
sensor.tas_data_ds18b20_temperature,54.7,2026-09-25T01:32:52.137Z
sensor.tas_data_ds18b20_temperature,54.0,2026-09-25T01:33:52.140Z
sensor.tas_data_ds18b20_temperature,53.5,2026-09-25T01:34:52.156Z
sensor.tas_data_ds18b20_temperature,52.9,2026-09-25T01:35:52.162Z
sensor.tas_data_ds18b20_temperature,52.4,2026-09-25T01:36:52.155Z
sensor.tas_data_ds18b20_temperature,51.8,2026-09-25T01:37:52.153Z
sensor.tas_data_ds18b20_temperature,51.2,2026-09-25T01:38:52.162Z
sensor.tas_data_ds18b20_temperature,50.7,2026-09-25T01:39:52.186Z
sensor.tas_data_ds18b20_temperature,50.2,2026-09-25T01:40:52.182Z
sensor.tas_data_ds18b20_temperature,49.7,2026-09-25T01:41:52.103Z
sensor.tas_data_ds18b20_temperature,49.1,2026-09-25T01:42:52.126Z
sensor.tas_data_ds18b20_temperature,48.5,2026-09-25T01:43:52.152Z
sensor.tas_data_ds18b20_temperature,48.1,2026-09-25T01:44:52.122Z
sensor.tas_data_ds18b20_temperature,47.5,2026-09-25T01:45:52.081Z
sensor.tas_data_ds18b20_temperature,unavailable,2026-09-25T01:46:59.834Z
sensor.tas_data_ds18b20_temperature,47.5,2026-09-25T01:46:59.931Z
sensor.tas_data_ds18b20_temperature,47.0,2026-09-25T01:47:01.189Z
sensor.tas_data_ds18b20_temperature,46.6,2026-09-25T01:47:52.081Z
sensor.tas_data_ds18b20_temperature,46.1,2026-09-25T01:48:52.096Z
sensor.tas_data_ds18b20_temperature,45.6,2026-09-25T01:49:52.163Z
sensor.tas_data_ds18b20_temperature,45.2,2026-09-25T01:50:52.082Z
sensor.tas_data_ds18b20_temperature,44.7,2026-09-25T01:51:52.126Z
sensor.tas_data_ds18b20_temperature,44.3,2026-09-25T01:52:52.073Z
sensor.tas_data_ds18b20_temperature,43.8,2026-09-25T01:53:52.092Z
sensor.tas_data_ds18b20_temperature,43.4,2026-09-25T01:54:52.158Z
sensor.tas_data_ds18b20_temperature,42.9,2026-09-25T01:55:52.091Z
sensor.tas_data_ds18b20_temperature,42.5,2026-09-25T01:56:52.102Z
sensor.tas_data_ds18b20_temperature,42.1,2026-09-25T01:57:52.067Z
sensor.tas_data_ds18b20_temperature,41.7,2026-09-25T01:58:52.081Z
sensor.tas_data_ds18b20_temperature,41.3,2026-09-25T01:59:52.038Z
sensor.tas_data_ds18b20_temperature,40.9,2026-09-25T02:00:52.067Z
sensor.tas_data_ds18b20_temperature,40.3,2026-09-25T02:01:52.089Z
sensor.tas_data_ds18b20_temperature,39.9,2026-09-25T02:02:52.050Z
sensor.tas_data_ds18b20_temperature,39.2,2026-09-25T02:03:52.061Z
sensor.tas_data_ds18b20_temperature,38.6,2026-09-25T02:04:52.027Z
sensor.tas_data_ds18b20_temperature,38.0,2026-09-25T02:05:52.084Z
sensor.tas_data_ds18b20_temperature,37.4,2026-09-25T02:06:52.068Z
sensor.tas_data_ds18b20_temperature,36.8,2026-09-25T02:07:52.022Z
sensor.tas_data_ds18b20_temperature,36.7,2026-09-25T02:08:52.039Z
sensor.tas_data_ds18b20_temperature,36.6,2026-09-25T02:09:52.012Z
sensor.tas_data_ds18b20_temperature,36.2,2026-09-25T02:10:52.035Z
sensor.tas_data_ds18b20_temperature,35.8,2026-09-25T02:11:52.122Z
sensor.tas_data_ds18b20_temperature,35.4,2026-09-25T02:12:52.014Z
sensor.tas_data_ds18b20_temperature,34.9,2026-09-25T02:13:52.067Z
sensor.tas_data_ds18b20_temperature,34.5,2026-09-25T02:14:52.022Z
sensor.tas_data_ds18b20_temperature,33.9,2026-09-25T02:15:52.257Z
sensor.tas_data_ds18b20_temperature,33.6,2026-09-25T02:16:52.055Z
sensor.tas_data_ds18b20_temperature,33.2,2026-09-25T02:17:51.994Z
sensor.tas_data_ds18b20_temperature,32.8,2026-09-25T02:18:52.012Z
sensor.tas_data_ds18b20_temperature,32.6,2026-09-25T02:19:52.016Z
sensor.tas_data_ds18b20_temperature,32.3,2026-09-25T02:20:52.020Z
sensor.tas_data_ds18b20_temperature,32.1,2026-09-25T02:21:51.974Z
sensor.tas_data_ds18b20_temperature,32.0,2026-09-25T02:22:52.020Z
sensor.tas_data_ds18b20_temperature,31.9,2026-09-25T02:23:51.964Z
sensor.tas_data_ds18b20_temperature,31.8,2026-09-25T02:24:51.982Z
sensor.tas_data_ds18b20_temperature,31.7,2026-09-25T02:25:52.025Z
